Organization Name,Founded Date,Headquarters Location,Headquarters City,Headquarters State,baden_wuerttemberg,bayern,berlin,brandenburg,bremen,hamburg,hessen,mecklenburg_vorpommern,niedersachsen,nordrhein_westfalen,rheinland_pfalz,saarland,sachsen,sachsen_anhalt,schleswig_holstein,thueringen,Industries,industry,industrials,information_technology,communication_services,real_estate,financials,consumer_discretionary,web3_blockchain,health_care,materials,consumer_staples,other,utilities,energy,Number of Employees,Number of Funding Rounds,Total Funding Amount,Last Funding Type,Last Funding Date,Last Funding Amount,Number of Investors,Number of Articles,Description,Cleaned Industry,Search Query,twitter,instagram,linkedin,ceo_connections,ceo_connections_dummy,Total Funding Currency,Total Funding Amount Clean,Last Funding Currency,Last Funding Amount Clean,fx,fx_source,fx_rate,total_funding,last_funding,age,funding_time_months,startup_stage,industry_clean
Kertos,2021-11-10,"München, Bayern, Germany",München,Bayern,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"AI, Compliance,,,,",Information Technology,0,1,0,0,0,0,0,0,0,0,0,0,0,51-100,2,"€5,000,000",Seed,2023-05-04,"€4,000,000",14.0,6.0,Kertos is a software company based in Europe that develops and provides a holistic compliance and privacy platform.,AI,Kertos AI startup website,0.0,0.0,3000.0,500.0,1,€,5000000.0,€,4000000.0,1.11,historical,1.11,5000000.0,4000000.0,3,17,2,information_technology
Keaz,2023-03-07,"Berlin, Berlin, Germany",Berlin,Berlin,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Advertising, Marketing, Software",Communication Services,0,0,1,0,0,0,0,0,0,0,0,0,0,1-10,1,"$518,700",Pre-Seed,2023-05-05,"$518,700",,,One tool that empowers local businesses to master their online marketing.,Advertising,Keaz Advertising startup website,0.0,480.0,269.0,500.0,1,$,518700.0,$,518700.0,1.1,historical,1.1,570570.0,570570.0,1,1,1,communication_services
Rail-Flow,2020-01-01,"Frankfurt, Hessen, Germany",Frankfurt,Hessen,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"Information Technology, Software,",Information Technology,0,1,0,0,0,0,0,0,0,0,0,0,0,51-100,1,"€3,600,000",Seed,2023-05-08,"€3,600,000",5.0,,Rail-Flow is a developer and operator of a digital ecosystem consisting of a platform and software service solutions.,Information Technology,Rail-Flow Information Technology startup website,0.0,0.0,6000.0,500.0,1,€,3600000.0,€,3600000.0,1.1,historical,1.1,3600000.0,3600000.0,5,40,2,information_technology
Penzilla GmbH,2021-07-21,"Munich, Bayern, Germany",Munich,Bayern,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"FinTech, Software",Information Technology,0,1,0,0,0,0,0,0,0,0,0,0,0,11-50,1,"€2,500,000",Seed,2023-05-08,"€2,500,000",3.0,,Penzilla GmbH offers a solution that helps everyone get the maximum benefit from corporate pension options.,FinTech,Penzilla GmbH FinTech startup website,0.0,0.0,1000.0,500.0,1,€,2500000.0,€,2500000.0,1.1,historical,1.1,2500000.0,2500000.0,3,21,2,information_technology
Alpha Sophia,2022-07-07,"Cologne, Nordrhein-Westfalen,",Cologne,Nordrhein-Westfalen,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"Hospital, Information Technology,,,,",Health Care,0,0,0,0,0,0,0,1,0,0,0,0,0,1-10,1,"$1,000,000",Pre-Seed,2023-05-09,"$1,000,000",,13.0,SaaS Healthcare Commercial Intelligence,Hospital,Alpha Sophia Hospital startup website,154.0,54.0,2000.0,500.0,1,$,1000000.0,$,1000000.0,1.1,historical,1.1,1100000.0,1100000.0,2,10,1,health_care
Elixion Medical,2021-10-01,"Düsseldorf, Nordrhein-Westfalen,",Düsseldorf,Nordrhein-Westfalen,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"AI, Health Care,,,",Information Technology,0,1,0,0,0,0,0,0,0,0,0,0,0,1-10,2,"€1,400,000",Pre-Seed,2023-05-09,"€1,400,000",3.0,3.0,"Reduce care shortage with medical IoT devices, SaaS & AI",AI,Elixion Medical AI startup website,0.0,0.0,692.0,500.0,1,€,1400000.0,€,1400000.0,1.1,historical,1.1,1400000.0,1400000.0,3,19,1,information_technology
Semorai,2022-11-24,"Heilbronn, Baden-Wurttemberg,",Heilbronn,Baden-Wurttemberg,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"AI, Service Industry,",Information Technology,0,1,0,0,0,0,0,0,0,0,0,0,0,1-10,1,"€200,000",Pre-Seed,2023-05-09,"€200,000",2.0,,Semorai - more freedom for engineers,AI,Semorai AI startup website,0.0,0.0,568.0,500.0,1,€,200000.0,€,200000.0,1.1,historical,1.1,200000.0,200000.0,2,5,1,information_technology
Dermanostic,2020-01-01,"Düsseldorf, Nordrhein-Westfalen,",Düsseldorf,Nordrhein-Westfalen,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"Apps, Health Care, Medical, Telehealth,",Information Technology,0,1,0,0,0,0,0,0,0,0,0,0,0,101-250,3,"$2,000,000",Seed,2023-05-09,,3.0,4.0,Dermanostic is an online dermatologist app that offers dermatological treatment available to everyone.,Apps,Dermanostic Apps startup website,0.0,0.0,0.0,0.0,0,$,2000000.0,,,1.1,historical,1.1,2200000.0,,5,40,2,information_technology
CREX Capital,2022-01-01,"Berlin, Berlin, Germany",Berlin,Berlin,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"AI, Financial Services,,",Information Technology,0,1,0,0,0,0,0,0,0,0,0,0,0,1-10,2,"€100,000",Pre-Seed,2023-05-15,"€100,000",2.0,,CREX Capital is a Financial Service company that provides a regulatory-compliant process for commercial real estate financing transactions.,AI,CREX Capital AI startup website,0.0,0.0,854.0,500.0,1,€,100000.0,€,100000.0,1.09,historical,1.09,100000.0,100000.0,3,16,1,information_technology
Terramate,2023-05-15,"Berlin, Berlin, Germany",Berlin,Berlin,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Cloud Computing, Cloud Management,,,",Information Technology,0,1,0,0,0,0,0,0,0,0,0,0,0,11-50,1,,Pre-Seed,2023-05-15,,1.0,3.0,Terramate helps implement and maintain highly scalable Terraform projects.,Cloud Computing,Terramate Cloud Computing startup website,218.0,0.0,3000.0,500.0,1,,,,,1.09,historical,1.09,,,1,0,1,information_technology
Exazyme,2022-01-01,"Berlin, Berlin, Germany",Berlin,Berlin,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"AI, Biotechnology,,",Information Technology,0,1,0,0,0,0,0,0,0,0,0,0,0,1-10,2,"€2,430,000",Seed,2023-05-15,"€2,200,000",3.0,,Exazyme leverages advanced AI/ML tools to streamline protein design in the most efficient and effective way.,AI,Exazyme AI startup website,0.0,0.0,3000.0,500.0,1,€,2430000.0,€,2200000.0,1.09,historical,1.09,2430000.0,2200000.0,3,16,2,information_technology
PIONIX,2021-02-12,"Bruchsal, Baden-Wurttemberg,",Bruchsal,Baden-Wurttemberg,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Electric Vehicle, Energy, Software",Consumer Discretionary,0,0,0,0,0,1,0,0,0,0,0,0,0,11-50,3,"€5,700,000",Seed,2023-05-22,"€4,300,000",9.0,,open source software as a service for charging stations / e-mobility,Electric Vehicle,PIONIX Electric Vehicle startup website,0.0,0.0,5000.0,500.0,1,€,5700000.0,€,4300000.0,1.08,historical,1.08,5700000.0,4300000.0,3,27,2,consumer_discretionary
Hema.to,2021-01-01,"München, Bayern, Germany",München,Bayern,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"AI, Health Care,",Information Technology,0,1,0,0,0,0,0,0,0,0,0,0,0,1-10,1,"€3,600,000",Seed,2023-05-22,"€3,600,000",3.0,1.0,"Hema.to provides fully automated, AI-powered blood cancer detection suggestions based on flow cytometry data.",AI,Hema.to AI startup website,0.0,0.0,3000.0,500.0,1,€,3600000.0,€,3600000.0,1.08,historical,1.08,3600000.0,3600000.0,4,28,2,information_technology
3D Spark,2021-01-01,"Hamburg, Hamburg, Germany",Hamburg,Hamburg,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"3D Printing, Manufacturing, SaaS,",Information Technology,0,1,0,0,0,0,0,0,0,0,0,0,0,1-10,3,"€1,500,000",Seed,2023-05-23,"€1,200,000",3.0,5.0,"SaaS platform to identify those parts that can be produced cheaper, faster, better, or more sustainably by means of 3D printing.",3D Printing,3D Spark 3D Printing startup website,0.0,0.0,3000.0,500.0,1,€,1500000.0,€,1200000.0,1.08,historical,1.08,1500000.0,1200000.0,4,28,2,information_technology
x-cardiac,2021-01-01,"Berlin, Berlin, Germany",Berlin,Berlin,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"AI, Big Data,,",Information Technology,0,1,0,0,0,0,0,0,0,0,0,0,0,1-10,2,,Seed,2023-05-24,,1.0,,x-cardiac has developed artificial intelligence-based systems to prevent life-threatening complications after heart surgery.,AI,x-cardiac AI startup website,0.0,0.0,513.0,500.0,1,,,,,1.08,historical,1.08,,,4,28,2,information_technology
zero44,2022-01-01,"Berlin, Berlin, Germany",Berlin,Berlin,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Software,Information Technology,0,1,0,0,0,0,0,0,0,0,0,0,0,1-10,1,"€2,500,000",Seed,2023-05-25,"€2,500,000",3.0,1.0,Zero44 is a software company that helps in the digitization of the maritime industry.,Software,zero44 Software startup website,0.0,0.0,2000.0,500.0,1,€,2500000.0,€,2500000.0,1.08,historical,1.08,2500000.0,2500000.0,3,16,2,information_technology
Converta,2023-05-01,"Berlin, Berlin, Germany",Berlin,Berlin,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"B2B, Point of Sale, SaaS",Industrials,1,0,0,0,0,0,0,0,0,0,0,0,0,1-10,1,"€170,000",Pre-Seed,2023-05-26,"€170,000",1.0,,Converta guides B2B sales managers through their weekly pipeline review meetings and highlights.,B2B,Converta B2B startup website,0.0,0.0,466.0,500.0,1,€,170000.0,€,170000.0,1.07,historical,1.07,170000.0,170000.0,1,0,1,industrials
bNear,2022-03-01,"Köln, Nordrhein-Westfalen, Germany",Köln,Nordrhein-Westfalen,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Software,Information Technology,0,1,0,0,0,0,0,0,0,0,0,0,0,1-10,2,"€700,000",Pre-Seed,2023-05-30,,3.0,2.0,"SaaS, Enterprise Software, New Work",Software,bNear Software startup website,0.0,0.0,722.0,0.0,0,€,700000.0,,,1.07,historical,1.07,700000.0,,2,14,1,information_technology
Crover Group SE,2022-04-26,"Berlin, Berlin, Germany",Berlin,Berlin,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Information Technology, Lifestyle,,,",Information Technology,0,1,0,0,0,0,0,0,0,0,0,0,0,11-50,2,,Seed,2023-06-01,,1.0,4.0,Subscription Living • Coodo Resorts • Crover Hubs,Information Technology,Crover Group SE Information Technology startup website,518.0,0.0,0.0,0.0,0,,,,,1.07,historical,1.07,,,2,13,2,information_technology
Hivebuy,2021-02-01,"Berlin, Berlin, Germany",Berlin,Berlin,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Business Development, Procurement,,",Industrials,1,0,0,0,0,0,0,0,0,0,0,0,0,11-50,3,"€1,500,000",Seed,2023-06-01,,3.0,,Hivebuy assists small and medium-sized businesses in streamlining their internal purchasing and ordering processes.,Business Development,Hivebuy Business Development startup website,0.0,0.0,2000.0,500.0,1,€,1500000.0,,,1.07,historical,1.07,1500000.0,,3,27,2,industrials
EuroLeaps,2023-06-01,"Munich, Bayern, Germany",Munich,Bayern,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"AI, Enterprise Software",Information Technology,0,1,0,0,0,0,0,0,0,0,0,0,0,1-10,1,"$200,000",Pre-Seed,2023-06-01,"$200,000",,,EuroLeaps provides enterprise search AI solutions based on Large Language Models (LLMs).,AI,EuroLeaps AI startup website,0.0,0.0,9.0,0.0,0,$,200000.0,$,200000.0,1.07,historical,1.07,214000.0,214000.0,1,0,1,information_technology
Ankaadia,2021-08-01,"Oberursel, Hessen, Germany",Oberursel,Hessen,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"Health Care, SaaS, Software",Health Care,0,0,0,0,0,0,0,1,0,0,0,0,0,11-50,1,"€1,800,000",Seed,2023-06-01,"€1,800,000",3.0,6.0,Ankaadia is a SaaS application for the placement and integration of international care professionals to Germany.,Health Care,Ankaadia Health Care startup website,0.0,0.0,1000.0,500.0,1,€,1800000.0,€,1800000.0,1.07,historical,1.07,1800000.0,1800000.0,3,21,2,health_care
