Organization Name,Founded Date,Headquarters Location,Headquarters City,Headquarters State,baden_wuerttemberg,bayern,berlin,brandenburg,bremen,hamburg,hessen,mecklenburg_vorpommern,niedersachsen,nordrhein_westfalen,rheinland_pfalz,saarland,sachsen,sachsen_anhalt,schleswig_holstein,thueringen,Industries,industry,industrials,information_technology,communication_services,real_estate,financials,consumer_discretionary,web3_blockchain,health_care,materials,consumer_staples,other,utilities,energy,Number of Employees,Number of Funding Rounds,Total Funding Amount,Last Funding Type,Last Funding Date,Last Funding Amount,Number of Investors,Number of Articles,Description,Cleaned Industry,Search Query,twitter,instagram,linkedin,ceo_connections,ceo_connections_dummy,Total Funding Currency,Total Funding Amount Clean,Last Funding Currency,Last Funding Amount Clean,fx,fx_source,fx_rate,total_funding,last_funding,age,funding_time_months,startup_stage,industry_clean,twitter_log,instagram_log,linkedin_log,ceo_connections_log,total_funding_log,articles_log,funding_time_months_log,age_log
priofy,2024-01-01,"Erfurt, Thuringen, Germany",Erfurt,Thuringen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Financial Services, Software",Financials,0,0,0,0,1,0,0,0,0,0,0,0,0,1-10,1,0.0,Pre-Seed,2024-01-01,0.0,0.0,0.0,SaaS based project and financial management software: Efficiently manage the finances and costs of all your projects – in one place.,Financial Services,priofy Financial Services startup website,1.0,0.0,10.0,22.0,0,0.0,0.0,0.0,0.0,1.11,historical,1.11,0.0,0.0,1,0,1,financials,0.6931471805599453,0.0,2.3978952727983707,3.1354942159291497,0.0,0.0,0.0,0.6931471805599453
Dudoxx,2023-09-01,"Hamburg, Hamburg, Germany",Hamburg,Hamburg,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"Health Care, Medical Device, Software Engineering",Health Care,0,0,0,0,0,0,0,1,0,0,0,0,0,1-10,1,"€400,000",Pre-Seed,2024-01-03,"€400,000",0.0,0.0,Streamline Medical Documentation With Dudoxx,Health Care,Dudoxx Health Care startup website,0.0,0.0,70.0,248.0,0,€,400000.0,€,400000.0,1.09,historical,1.09,400000.0,400000.0,1,4,1,health_care,0.0,0.0,4.2626798770413155,5.517452896464707,12.899222326086994,0.0,1.6094379124341003,0.6931471805599453
Partex,2021-01-01,"Eschborn, Hessen, Germany",Eschborn,Hessen,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"AI, Biotechnology,,,,",Information Technology,0,1,0,0,0,0,0,0,0,0,0,0,0,101-250,2,0.0,Seed,2024-01-09,0.0,2.0,0.0,Partex NV is the first digital pharma platform that is set to be the largest AI-powered Drug Assets Manager.,AI,Partex AI startup website,39.0,0.0,3000.0,500.0,1,0.0,0.0,0.0,0.0,1.1,historical,1.1,0.0,0.0,4,36,2,information_technology,3.6888794541139363,0.0,8.006700845440367,6.2166061010848646,0.0,0.0,3.6109179126442243,1.6094379124341003
einwert,2022-01-01,"München, Bayern, Germany",München,Bayern,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Property Management, Real Estate,",Real Estate,0,0,0,1,0,0,0,0,0,0,0,0,0,1-10,2,"€6,000,000",Seed,2024-01-09,"€4,000,000",12.0,9.0,Hybrid appraiser reimagining real estate valuation as a whole new ESG-compliant value experience,Property Management,einwert Property Management startup website,0.0,0.0,2000.0,500.0,1,€,6000000.0,€,4000000.0,1.1,historical,1.1,6000000.0,4000000.0,3,24,2,real_estate,0.0,0.0,7.601402334583733,6.2166061010848646,15.607270193858982,2.302585092994046,3.2188758248682006,1.3862943611198906
ai-omatic solutions,2020-01-01,"Hamburg, Hamburg, Germany",Hamburg,Hamburg,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Software,Information Technology,0,1,0,0,0,0,0,0,0,0,0,0,0,11-50,3,"$2,996,489",Seed,2024-01-11,"€2,000,000",6.0,3.0,AI-omatic solutions develop a digital maintenance assistant that transfers an engineer's expert knowledge to an AI system.,Software,ai-omatic solutions Software startup website,0.0,0.0,3000.0,500.0,1,$,2996489.0,€,2000000.0,1.1,historical,1.1,3296137.9000000004,2000000.0,5,48,2,information_technology,0.0,0.0,8.006700845440367,6.2166061010848646,15.008262311113842,1.3862943611198906,3.8918202981106265,1.791759469228055
Atmen,2022-10-01,"Eching, Bayern, Germany",Eching,Bayern,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"B2B, Enterprise Software, Renewable Energy,",Industrials,1,0,0,0,0,0,0,0,0,0,0,0,0,1-10,1,"€1,300,000",Pre-Seed,2024-01-16,"€1,300,000",4.0,2.0,"Atmen automates green certification for energy-intensive industries, saving up to 90% time in the process. Starting with hydrogen & e-fuels.",B2B,Atmen B2B startup website,0.0,0.0,2000.0,500.0,1,€,1300000.0,€,1300000.0,1.09,historical,1.09,1300000.0,1300000.0,2,15,1,industrials,0.0,0.0,7.601402334583733,6.2166061010848646,14.077875591662238,1.0986122886681098,2.772588722239781,1.0986122886681098
encentive,2020-01-01,"Neumünster, Schleswig-Holstein,",Neumünster,Schleswig-Holstein,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"Clean Energy, Energy, Energy Efficiency,,",Utilities,0,0,0,0,0,0,0,0,0,0,0,1,0,11-50,2,"€2,700,000",Seed,2024-01-22,"€2,700,000",7.0,5.0,Flexibility-as-a-Service for Utilities and Grid Operators,Clean Energy,encentive Clean Energy startup website,0.0,0.0,2000.0,500.0,1,€,2700000.0,€,2700000.0,1.09,historical,1.09,2700000.0,2700000.0,5,48,2,utilities,0.0,0.0,7.601402334583733,6.2166061010848646,14.80876270134486,1.791759469228055,3.8918202981106265,1.791759469228055
bitsCrunch,2021-02-01,"Munich, Bayern, Germany",Munich,Bayern,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Analytics, AI,,",Information Technology,0,1,0,0,0,0,0,0,0,0,0,0,0,51-100,4,"$10,600,000",Series A,2024-01-23,"$2,400,000",32.0,466.0,bitsCrunch is an AI enhanced decentralised Blockchain analytics and forensics protocol,Analytics,bitsCrunch Analytics startup website,102400.0,18800.0,19000.0,500.0,1,$,10600000.0,$,2400000.0,1.09,historical,1.09,11554000.0,2616000.0,3,35,3,information_technology,11.536651757164861,9.841665338892785,9.852246888342531,6.2166061010848646,16.262542341873456,6.1463292576688975,3.58351893845611,1.3862943611198906
Qdrant,2021-10-29,"Berlin, Berlin, Germany",Berlin,Berlin,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"AI, Big Data,,,,",Information Technology,0,1,0,0,0,0,0,0,0,0,0,0,0,11-50,3,"$37,788,073",Series A,2024-01-23,"$28,000,000",6.0,32.0,Qdrant is an open-source vector search engine and database for next-generation AI applications.,AI,Qdrant AI startup website,10200.0,0.0,31000.0,500.0,1,$,37788073.0,$,28000000.0,1.09,historical,1.09,41188999.57,30520000.000000004,3,26,3,information_technology,9.23024103368252,0.0,10.34177474101152,6.2166061010848646,17.533681802218887,3.4965075614664802,3.295836866004329,1.3862943611198906
mixedbread ai,2023-11-01,"Berlin, Berlin, Germany",Berlin,Berlin,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"AI, Semantic Search,,",Information Technology,0,1,0,0,0,0,0,0,0,0,0,0,0,1-10,1,"$855,000",Pre-Seed,2024-01-23,"$855,000",4.0,6.0,Self improving AI platform for information retrieval & discovery,AI,mixedbread ai AI startup website,442.0,0.0,2000.0,500.0,1,$,855000.0,$,855000.0,1.09,historical,1.09,931950.0,931950.0,1,2,1,information_technology,6.093569770045136,0.0,7.601402334583733,6.2166061010848646,13.745035517178312,1.9459101490553132,1.0986122886681098,0.6931471805599453
Leaders of AI,2023-10-01,"Berlin, Berlin, Germany",Berlin,Berlin,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"AI, EdTech,",Information Technology,0,1,0,0,0,0,0,0,0,0,0,0,0,1-10,1,0.0,Seed,2024-01-23,0.0,0.0,0.0,Leaders of AI is an educational platform designed for executives and entrepreneurs to master generative AI technologies for organizations.,AI,Leaders of AI AI startup website,0.0,164.0,2000.0,500.0,1,0.0,0.0,0.0,0.0,1.09,historical,1.09,0.0,0.0,1,3,2,information_technology,0.0,5.10594547390058,7.601402334583733,6.2166061010848646,0.0,0.0,1.3862943611198906,0.6931471805599453
deeploi,2023-02-01,"Berlin, Berlin, Germany",Berlin,Berlin,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Information Technology, IT Management,,",Information Technology,0,1,0,0,0,0,0,0,0,0,0,0,0,11-50,2,"€9,000,000",Seed,2024-01-24,"€6,000,000",2.0,15.0,"deeploi is building Europe's #1 IT Operating System, solving the daily IT struggle of employees at SMEs.",Information Technology,deeploi Information Technology startup website,259.0,0.0,4000.0,500.0,1,€,9000000.0,€,6000000.0,1.09,historical,1.09,9000000.0,6000000.0,1,11,2,information_technology,5.560681631015528,0.0,8.294299608857235,6.2166061010848646,16.012735246411598,2.772588722239781,2.4849066497880004,0.6931471805599453
Claro,2024-01-01,"Berlin, Berlin, Germany",Berlin,Berlin,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"AI, Software",Information Technology,0,1,0,0,0,0,0,0,0,0,0,0,0,1-10,1,"€100,000",Pre-Seed,2024-01-25,"€100,000",1.0,0.0,AI Knowledge Infrastructure,AI,Claro AI startup website,7.0,0.0,0.0,0.0,0,€,100000.0,€,100000.0,1.09,historical,1.09,100000.0,100000.0,1,0,1,information_technology,2.0794415416798357,0.0,0.0,0.0,11.51293546492023,0.0,0.0,0.6931471805599453
United Manufacturing Hub,2021-01-01,"Aachen, Nordrhein-Westfalen,",Aachen,Nordrhein-Westfalen,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"Enterprise Software, Internet of Things,,",Information Technology,0,1,0,0,0,0,0,0,0,0,0,0,0,11-50,2,0.0,Seed,2024-01-25,0.0,3.0,3.0,"SaaS, IaaC, Open-Source",Enterprise Software,United Manufacturing Hub Enterprise Software startup website,0.0,0.0,6000.0,500.0,1,0.0,0.0,0.0,0.0,1.09,historical,1.09,0.0,0.0,4,36,2,information_technology,0.0,0.0,8.699681400989514,6.2166061010848646,0.0,1.3862943611198906,3.6109179126442243,1.6094379124341003
BlueLayer,2022-01-01,"Berlin, Berlin, Germany",Berlin,Berlin,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Software,Information Technology,0,1,0,0,0,0,0,0,0,0,0,0,0,11-50,2,"$5,600,000",Seed,2024-01-30,"$5,600,000",2.0,10.0,BlueLayer focuses on building software stacks for project developers producing carbon credits.,Software,BlueLayer Software startup website,0.0,0.0,2000.0,500.0,1,$,5600000.0,$,5600000.0,1.08,historical,1.08,6048000.0,6048000.0,3,24,2,information_technology,0.0,0.0,7.601402334583733,6.2166061010848646,15.615238362185409,2.3978952727983707,3.2188758248682006,1.3862943611198906
SEMRON,2020-01-01,"Dresden, Sachsen, Germany",Dresden,Sachsen,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"3D Technology, AI,",Information Technology,0,1,0,0,0,0,0,0,0,0,0,0,0,1-10,3,"€7,300,000",Seed,2024-01-30,"€7,300,000",13.0,14.0,"SEMRON develops a 3D-scaled AI inference chip, based on a new proven semiconductor device.",3D Technology,SEMRON 3D Technology startup website,97.0,0.0,3000.0,500.0,1,€,7300000.0,€,7300000.0,1.08,historical,1.08,7300000.0,7300000.0,5,48,2,information_technology,4.584967478670572,0.0,8.006700845440367,6.2166061010848646,15.803385043104912,2.70805020110221,3.8918202981106265,1.791759469228055
Widgetbook,2022-01-01,"Paderborn, Nordrhein-Westfalen,",Paderborn,Nordrhein-Westfalen,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Software,Information Technology,0,1,0,0,0,0,0,0,0,0,0,0,0,1-10,2,0.0,Pre-Seed,2024-02-01,0.0,10.0,0.0,Widgetbook is an open source collaboration platform for designers and developers,Software,Widgetbook Software startup website,0.0,0.0,2000.0,500.0,1,0.0,0.0,0.0,0.0,1.08,historical,1.08,0.0,0.0,3,25,1,information_technology,0.0,0.0,7.601402334583733,6.2166061010848646,0.0,0.0,3.258096538021482,1.3862943611198906
Sadaarah,2021-10-17,"Berlin, Berlin, Germany",Berlin,Berlin,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Business Intelligence, Cloud Data Services,,,",Information Technology,0,1,0,0,0,0,0,0,0,0,0,0,0,1-10,1,0.0,Seed,2024-02-01,0.0,0.0,0.0,"Software company developing easy, reliable, efficient and competitive on-premise and cloud-based data management products and solutions.",Business Intelligence,Sadaarah Business Intelligence startup website,0.0,0.0,1000.0,500.0,1,0.0,0.0,0.0,0.0,1.08,historical,1.08,0.0,0.0,3,27,2,information_technology,0.0,0.0,6.90875477931522,6.2166061010848646,0.0,0.0,3.332204510175204,1.3862943611198906
Libra,2023-01-01,"Berlin, Berlin, Germany",Berlin,Berlin,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"AI, Legal Tech",Information Technology,0,1,0,0,0,0,0,0,0,0,0,0,0,1-10,1,0.0,Pre-Seed,2024-02-01,0.0,1.0,0.0,AI Sandbox for your law practice,AI,Libra AI startup website,268.0,0.0,1000.0,500.0,1,0.0,0.0,0.0,0.0,1.08,historical,1.08,0.0,0.0,2,13,1,information_technology,5.594711379601839,0.0,6.90875477931522,6.2166061010848646,0.0,0.0,2.6390573296152584,1.0986122886681098
WAY.so,2022-12-22,"Berlin, Berlin, Germany",Berlin,Berlin,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Hardware, Software",Information Technology,0,1,0,0,0,0,0,0,0,0,0,0,0,1-10,1,"€1,200,000",Pre-Seed,2024-02-01,"€1,200,000",16.0,0.0,"Saas, IT, Cybersecurity, HR, Compliance, Hardware",Hardware,WAY.so Hardware startup website,0.0,0.0,619.0,500.0,1,€,1200000.0,€,1200000.0,1.08,historical,1.08,1200000.0,1200000.0,2,13,1,information_technology,0.0,0.0,6.429719478039138,6.2166061010848646,13.997832948091215,0.0,2.6390573296152584,1.0986122886681098
freque,2021-03-22,"Potsdam, Brandenburg, Germany",Potsdam,Brandenburg,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"Film, Music, Software",Communication Services,0,0,1,0,0,0,0,0,0,0,0,0,0,1-10,2,"€1,200,000",Pre-Seed,2024-02-01,0.0,1.0,3.0,Music Review For Filmmakers,Film,freque Film startup website,27.0,134.0,325.0,380.0,0,€,1200000.0,0.0,0.0,1.08,historical,1.08,1200000.0,0.0,3,34,1,communication_services,3.332204510175204,4.90527477843843,5.786897381366708,5.942799375126701,13.997832948091215,1.3862943611198906,3.5553480614894135,1.3862943611198906
SILX,2024-01-01,"Berlin, Berlin, Germany",Berlin,Berlin,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Recruiting, Software",Industrials,1,0,0,0,0,0,0,0,0,0,0,0,0,1-10,1,"$1,500,000",Pre-Seed,2024-02-03,"$1,500,000",1.0,0.0,"Simplifying Applications for All - A user-friendly platform revolutionizing the application process. Effortlessly create, manage, and review",Recruiting,SILX Recruiting startup website,13.0,0.0,8.0,50.0,0,$,1500000.0,$,1500000.0,1.08,historical,1.08,1620000.0,1620000.0,1,1,1,industrials,2.6390573296152584,0.0,2.1972245773362196,3.9318256327243257,14.297937324492327,0.0,0.6931471805599453,0.6931471805599453
Bavest,2021-01-01,"Frankfurt, Hessen, Germany",Frankfurt,Hessen,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"AI, Big Data,,,,,,",Information Technology,0,1,0,0,0,0,0,0,0,0,0,0,0,1-10,2,"€1,400,000",Pre-Seed,2024-02-05,"€1,100,000",8.0,23.0,"Bavest's infrastructure enables access to financial data, alternative data and analyzes portfolios with AI.",AI,Bavest AI startup website,83.0,0.0,1000.0,500.0,1,€,1400000.0,€,1100000.0,1.08,historical,1.08,1400000.0,1100000.0,4,37,1,information_technology,4.430816798843313,0.0,6.90875477931522,6.2166061010848646,14.151983508870947,3.1780538303479458,3.6375861597263857,1.6094379124341003
Diligent,2023-01-01,"Berlin, Berlin, Germany",Berlin,Berlin,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"AI, Industrial Automation,",Information Technology,0,1,0,0,0,0,0,0,0,0,0,0,0,1-10,1,"$500,000",Pre-Seed,2024-02-06,"$500,000",1.0,1.0,Diligent helps fintechs and banks to automate and strengthen risk and compliance operations with Large Language Models,AI,Diligent AI startup website,0.0,0.0,104000.0,500.0,1,$,500000.0,$,500000.0,1.07,historical,1.07,535000.0,535000.0,2,13,1,information_technology,0.0,0.0,11.552155793461898,6.2166061010848646,13.190023895035274,0.6931471805599453,2.6390573296152584,1.0986122886681098
Papayo,2024-01-01,"Munich, Bayern, Germany",Munich,Bayern,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"AI, Human Resources,",Information Technology,0,1,0,0,0,0,0,0,0,0,0,0,0,1-10,1,"€100,000",Pre-Seed,2024-02-10,"€100,000",1.0,0.0,Papayo provides AI tools that help HR and recruitment teams boost productivity and improve work-life balance.,AI,Papayo AI startup website,0.0,0.0,315.0,459.0,0,€,100000.0,€,100000.0,1.08,historical,1.08,100000.0,100000.0,1,1,1,information_technology,0.0,0.0,5.755742213586912,6.131226489483141,11.51293546492023,0.0,0.6931471805599453,0.6931471805599453
Sempi,2024-01-01,"Berlin, Berlin, Germany",Berlin,Berlin,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Apps, E-Commerce, Information Technology",Information Technology,0,1,0,0,0,0,0,0,0,0,0,0,0,1-10,1,"€100,000",Pre-Seed,2024-02-10,"€100,000",1.0,0.0,"Sempi simplifies selling valuable items, handling descriptions, pricing, postings, and buyers.",Apps,Sempi Apps startup website,0.0,28.0,259.0,19.0,0,€,100000.0,€,100000.0,1.08,historical,1.08,100000.0,100000.0,1,1,1,information_technology,0.0,3.367295829986474,5.560681631015528,2.995732273553991,11.51293546492023,0.0,0.6931471805599453,0.6931471805599453
BiMA,2024-01-01,"Munich, Bayern, Germany",Munich,Bayern,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"EdTech, Electronics, Reading Apps",Information Technology,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,1,"€100,000",Pre-Seed,2024-02-10,"€100,000",1.0,0.0,BiMA designs electronic devices and software aimed at enriching kids' reading.,EdTech,BiMA EdTech startup website,0.0,0.0,12000.0,500.0,1,€,100000.0,€,100000.0,1.08,historical,1.08,100000.0,100000.0,1,1,1,information_technology,0.0,0.0,9.392745258631441,6.2166061010848646,11.51293546492023,0.0,0.6931471805599453,0.6931471805599453
Plurality Network,2023-01-01,"Berlin, Berlin, Germany",Berlin,Berlin,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Blockchain, Information Technology,,,",Web3/Blockchain,0,0,0,0,0,0,1,0,0,0,0,0,0,1-10,1,"$100,000",Pre-Seed,2024-02-13,"$100,000",3.0,1.0,Plurality Network is a web3 company that focuses on personalizing user experiences through digital accounts.,Blockchain,Plurality Network Blockchain startup website,369.0,0.0,600.0,3198.0,1,$,100000.0,$,100000.0,1.08,historical,1.08,108000.0,108000.0,2,13,1,web3_blockchain,5.91350300563827,0.0,6.398594934535208,8.070593539949519,11.58989576532275,0.6931471805599453,2.6390573296152584,1.0986122886681098
Intentify,2022-01-01,"Cologne, Nordrhein-Westfalen,",Cologne,Nordrhein-Westfalen,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"Software, Web Development",Information Technology,0,1,0,0,0,0,0,0,0,0,0,0,0,1-10,1,0.0,Pre-Seed,2024-02-14,0.0,3.0,0.0,Intentify is dApps' intent-centric middle layer.,Software,Intentify Software startup website,198.0,0.0,13000.0,500.0,1,0.0,0.0,0.0,0.0,1.07,historical,1.07,0.0,0.0,3,25,1,information_technology,5.293304824724492,0.0,9.472781556562168,6.2166061010848646,0.0,0.0,3.258096538021482,1.3862943611198906
simplyblock,2022-01-01,"Berlin, Berlin, Germany",Berlin,Berlin,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Cloud Computing, Cloud Data Services,,,,,,,,",Information Technology,0,1,0,0,0,0,0,0,0,0,0,0,0,1-10,2,"$3,302,275",Seed,2024-02-15,"$2,750,000",4.0,15.0,"Simplyblock develops low-latency high-performance storage software for IO-intensive workloads, Kubernetes, databases & applications.",Cloud Computing,simplyblock Cloud Computing startup website,128.0,0.0,7000.0,500.0,1,$,3302275.0,$,2750000.0,1.07,historical,1.07,3533434.25,2942500.0,3,25,2,information_technology,4.859812404361672,0.0,8.853808274977197,6.2166061010848646,15.077781114337819,2.772588722239781,3.258096538021482,1.3862943611198906
Una Health,2021-01-01,"Berlin, Berlin, Germany",Berlin,Berlin,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"AI, Diabetes,,,",Information Technology,0,1,0,0,0,0,0,0,0,0,0,0,0,1-10,3,"$2,500,000",Seed,2024-02-15,"$2,500,000",6.0,1.0,"The most effective Digital Therapy to reverse metabolic dysfunction based on mobile technology, biosensors, AI and behavioral science.",AI,Una Health AI startup website,41.0,0.0,3000.0,500.0,1,$,2500000.0,$,2500000.0,1.07,historical,1.07,2675000.0,2675000.0,4,37,2,information_technology,3.7376696182833684,0.0,8.006700845440367,6.2166061010848646,14.79946031214395,0.6931471805599453,3.6375861597263857,1.6094379124341003
Flower Labs,2023-01-01,"Hamburg, Hamburg, Germany",Hamburg,Hamburg,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"Machine Learning, Open Source,,",Information Technology,0,1,0,0,0,0,0,0,0,0,0,0,0,11-50,2,"$23,600,000",Series A,2024-02-15,"$20,000,000",9.0,19.0,"Flower is a federated learning, analytics, and evaluation platform.",Machine Learning,Flower Labs Machine Learning startup website,0.0,0.0,6000.0,500.0,1,$,23600000.0,$,20000000.0,1.07,historical,1.07,25252000.0,21400000.0,2,13,3,information_technology,0.0,0.0,8.699681400989514,6.2166061010848646,17.044415958070477,2.995732273553991,2.6390573296152584,1.0986122886681098
DataBorg,2020-01-01,"Hamburg, Hamburg, Germany",Hamburg,Hamburg,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"Analytics, AI,,",Information Technology,0,1,0,0,0,0,0,0,0,0,0,0,0,1-10,2,"$550,000",Pre-Seed,2024-02-15,"$500,000",1.0,0.0,"DataBorg - Better Data, Smarter AIs. Foundation models turning unstructured data into structured data.",Analytics,DataBorg Analytics startup website,19.0,0.0,76.0,201.0,0,$,550000.0,$,500000.0,1.07,historical,1.07,588500.0,535000.0,5,49,1,information_technology,2.995732273553991,0.0,4.343805421853684,5.308267697401205,13.285333904916369,0.0,3.912023005428146,1.791759469228055
Globout,2023-01-01,"Berlin, Berlin, Germany",Berlin,Berlin,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Information Technology, Social Network,",Information Technology,0,1,0,0,0,0,0,0,0,0,0,0,0,1-10,2,"€100,000",Pre-Seed,2024-02-19,"€100,000",2.0,0.0,"Globout improves and multiplies real-world, in-person connections to combat social isolation and loneliness.",Information Technology,Globout Information Technology startup website,0.0,401.0,629.0,500.0,1,€,100000.0,€,100000.0,1.08,historical,1.08,100000.0,100000.0,2,13,1,information_technology,0.0,5.996452088619021,6.4457198193855785,6.2166061010848646,11.51293546492023,0.0,2.6390573296152584,1.0986122886681098
Monite,2020-01-01,"Berlin, Berlin, Germany",Berlin,Berlin,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Financial Services, FinTech, Payments,,",Financials,0,0,0,0,1,0,0,0,0,0,0,0,0,11-50,4,"$17,445,838",Seed,2024-02-19,"$6,000,000",25.0,52.0,Monite is an add invoicing and payables automation management platform.,Financial Services,Monite Financial Services startup website,110.0,0.0,15000.0,500.0,1,$,17445838.0,$,6000000.0,1.08,historical,1.08,18841505.040000003,6480000.0,5,49,2,financials,4.709530201312334,0.0,9.61587214452889,6.2166061010848646,16.75157276234646,3.970291913552122,3.912023005428146,1.791759469228055
Threedy,2020-10-15,"Darmstadt, Hessen, Germany",Darmstadt,Hessen,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"3D Technology, Augmented Reality,,,,",Information Technology,0,1,0,0,0,0,0,0,0,0,0,0,0,51-100,2,"€11,400,000",Series A,2024-02-20,"€9,600,000",8.0,8.0,"Building on 25 years of research, Threedy’s visual computing pioneers are leading the development of our platform technology instant3Dhub.",3D Technology,Threedy 3D Technology startup website,51.0,0.0,2000.0,500.0,1,€,11400000.0,€,9600000.0,1.08,historical,1.08,11400000.0,9600000.0,4,40,3,information_technology,3.9512437185814275,0.0,7.601402334583733,6.2166061010848646,16.249124001084017,2.1972245773362196,3.713572066704308,1.6094379124341003
Embea,2022-01-01,"Berlin, Berlin, Germany",Berlin,Berlin,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Financial Services, Insurance,,",Financials,0,0,0,0,1,0,0,0,0,0,0,0,0,11-50,1,"€4,000,000",Seed,2024-02-20,"€4,000,000",6.0,6.0,Embea is an Embedded Insurance company for Life & Health,Financial Services,Embea Financial Services startup website,0.0,0.0,828.0,500.0,1,€,4000000.0,€,4000000.0,1.08,historical,1.08,4000000.0,4000000.0,3,25,2,financials,0.0,0.0,6.720220155135295,6.2166061010848646,15.201805169084134,1.9459101490553132,3.258096538021482,1.3862943611198906
xito.one,2020-01-01,"Ulm, Baden-Wurttemberg, Germany",Ulm,Baden-Wurttemberg,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Robotics,Information Technology,0,1,0,0,0,0,0,0,0,0,0,0,0,11-50,2,"€1,600,000",Seed,2024-02-21,"€1,600,000",3.0,1.0,XITO is a manufacturer of the marketplace for automation through robotics.,Robotics,xito.one Robotics startup website,0.0,0.0,655.0,500.0,1,€,1600000.0,€,1600000.0,1.08,historical,1.08,1600000.0,1600000.0,5,49,2,information_technology,0.0,0.0,6.486160788944089,6.2166061010848646,14.285514812209815,0.6931471805599453,3.912023005428146,1.791759469228055
Acto,2021-01-01,"Paderborn, Nordrhein-Westfalen,",Paderborn,Nordrhein-Westfalen,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"AI, B2B,,,",Information Technology,0,1,0,0,0,0,0,0,0,0,0,0,0,1-10,1,"€3,700,000",Seed,2024-02-22,"€3,700,000",6.0,0.0,Acto is an AI-based software that helps sales managers by syncing all sales data in one place and provides a customized data signal to CRM.,AI,Acto AI startup website,225.0,0.0,4000.0,500.0,1,€,3700000.0,€,3700000.0,1.08,historical,1.08,3700000.0,3700000.0,4,37,2,information_technology,5.420534999272286,0.0,8.294299608857235,6.2166061010848646,15.123843647884687,0.0,3.6375861597263857,1.6094379124341003
Octomind,2023-03-01,"Karlsruhe, Baden-Wurttemberg,",Karlsruhe,Baden-Wurttemberg,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"AI, Software,,",Information Technology,0,1,0,0,0,0,0,0,0,0,0,0,0,1-10,1,"€4,500,000",Seed,2024-02-23,"€4,500,000",4.0,8.0,"Octomind is a developer tool using AI to make automated end-to-end testing stable, fast, and affordable.",AI,Octomind AI startup website,95.0,0.0,0.0,0.0,0,€,4500000.0,€,4500000.0,1.08,historical,1.08,4500000.0,4500000.0,1,11,2,information_technology,4.564348191467836,0.0,0.0,0.0,15.319588176962746,2.1972245773362196,2.4849066497880004,0.6931471805599453
