Organization Name,Founded Date,Headquarters Location,Headquarters City,Headquarters State,baden_wuerttemberg,bayern,berlin,brandenburg,bremen,hamburg,hessen,mecklenburg_vorpommern,niedersachsen,nordrhein_westfalen,rheinland_pfalz,saarland,sachsen,sachsen_anhalt,schleswig_holstein,thueringen,Industries,industry,industrials,information_technology,communication_services,real_estate,financials,consumer_discretionary,web3_blockchain,health_care,materials,consumer_staples,other,utilities,energy,Number of Employees,Number of Funding Rounds,Total Funding Amount,Last Funding Type,Last Funding Date,Last Funding Amount,Number of Investors,Number of Articles,Description,Cleaned Industry,Search Query,twitter,instagram,linkedin,ceo_connections,ceo_connections_dummy,Total Funding Currency,Total Funding Amount Clean,Last Funding Currency,Last Funding Amount Clean,fx,fx_source,fx_rate,total_funding,last_funding,age,funding_time_months,startup_stage,industry_clean,twitter_log,instagram_log,linkedin_log,ceo_connections_log,total_funding_log,articles_log,funding_time_months_log,age_log
emlen,2020-01-01,"Berlin, Berlin, Germany",Berlin,Berlin,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"B2B, E-Commerce Platforms, Sales,",Industrials,1,0,0,0,0,0,0,0,0,0,0,0,0,11-50,2,"$5,400,000",Seed,2021-09-30,"$4,200,000",2.0,0.0,emlen is a first-buyer enablement platform that enables business-to-business clients to create visually appealing digital sales rooms.,B2B,emlen B2B startup website,0.0,0.0,4000.0,500.0,1,$,5400000.0,$,4200000.0,1.16,historical,1.16,6264000.0,4872000.0,5,20,2,industrials,0.0,0.0,8.294299608857235,6.2166061010848646,15.650329676295165,0.0,3.044522437723423,1.791759469228055
Aparkado,2020-02-07,"Cologne, Nordrhein-Westfalen,",Cologne,Nordrhein-Westfalen,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"Logistics, Software, Supply Chain Management",Industrials,1,0,0,0,0,0,0,0,0,0,0,0,0,11-50,1,0.0,Pre-Seed,2021-10-01,0.0,0.0,0.0,We launched the LKW.APP to empower truck drivers in their everyday life by leveraging an innovative app.,Logistics,Aparkado Logistics startup website,0.0,879.0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.16,historical,1.16,0.0,0.0,4,19,1,industrials,0.0,6.779921907472252,0.0,0.0,0.0,0.0,2.995732273553991,1.6094379124341003
tantum sana GmbH,2021-10-01,"Pfungstadt, Hessen, Germany",Pfungstadt,Hessen,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"Apps, Assisted Living, Consumer Electronics,,,,,",Information Technology,0,1,0,0,0,0,0,0,0,0,0,0,0,11-50,1,"€3,400,000",Seed,2021-10-01,"€3,400,000",0.0,3.0,Tantum sana provides a smart medication dispenser for elderly people and their caregivers.,Apps,tantum sana GmbH Apps startup website,0.0,0.0,346.0,500.0,1,€,3400000.0,€,3400000.0,1.16,historical,1.16,3400000.0,3400000.0,3,0,2,information_technology,0.0,0.0,5.849324779946859,6.2166061010848646,15.039286283703994,1.3862943611198906,0.0,1.3862943611198906
ACTIMI,2021-06-30,"Stuttgart, Baden-Wurttemberg,",Stuttgart,Baden-Wurttemberg,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Health Care, Medical Device, Software",Health Care,0,0,0,0,0,0,0,1,0,0,0,0,0,11-50,2,"€378,000",Pre-Seed,2021-10-04,"€200,000",0.0,0.0,ACTIMI develops a remote patient monitoring platform for chronic diseases.,Health Care,ACTIMI Health Care startup website,0.0,0.0,3000.0,500.0,1,€,378000.0,€,200000.0,1.16,historical,1.16,378000.0,200000.0,3,3,1,health_care,0.0,0.0,8.006700845440367,6.2166061010848646,12.84265212010087,0.0,1.3862943611198906,1.3862943611198906
goCAD,2021-09-06,"Stuttgart, Baden-Wurttemberg,",Stuttgart,Baden-Wurttemberg,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"E-Commerce Platforms, Manufacturing,,",Information Technology,0,1,0,0,0,0,0,0,0,0,0,0,0,1-10,1,0.0,Pre-Seed,2021-10-05,0.0,1.0,0.0,The plug & play SaaS order portal for CNC manufacturers with instant price quotes.,E-Commerce Platforms,goCAD E-Commerce Platforms startup website,0.0,0.0,356.0,456.0,0,0.0,0.0,0.0,0.0,1.16,historical,1.16,0.0,0.0,3,0,1,information_technology,0.0,0.0,5.877735781779639,6.124683390894205,0.0,0.0,0.0,1.3862943611198906
xRouten,2020-01-01,"Berlin, Berlin, Germany",Berlin,Berlin,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Mobile Apps, Navigation, SaaS",Information Technology,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0.0,Seed,2021-10-06,0.0,1.0,0.0,The delivery planner for professionals.,Mobile Apps,xRouten Mobile Apps startup website,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.16,historical,1.16,0.0,0.0,5,21,2,information_technology,0.0,0.0,0.0,0.0,0.0,0.0,3.091042453358316,1.791759469228055
Swap Kiwi,2021-01-01,"Munich, Bayern, Germany",Munich,Bayern,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Blockchain, Cryptocurrency, Financial Services,,",Web3/Blockchain,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,1,0.0,Pre-Seed,2021-10-10,0.0,1.0,0.0,Swap Kiwi is an NFT swapping platform that aims to make NFT exchanges simpler.,Blockchain,Swap Kiwi Blockchain startup website,1541.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.16,historical,1.16,0.0,0.0,4,9,1,web3_blockchain,7.340835554123275,0.0,0.0,0.0,0.0,0.0,2.302585092994046,1.6094379124341003
CURE,2020-10-30,"Berlin, Berlin, Germany",Berlin,Berlin,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Accounting, Banking, Billing, Finance,,,",Financials,0,0,0,0,1,0,0,0,0,0,0,0,0,1-10,1,"€1,400,000",Seed,2021-10-11,"€1,400,000",3.0,3.0,CURE - Digital Banking for Health Professionals,Accounting,CURE Accounting startup website,0.0,0.0,0.0,0.0,0,€,1400000.0,€,1400000.0,1.16,historical,1.16,1400000.0,1400000.0,4,11,2,financials,0.0,0.0,0.0,0.0,14.151983508870947,1.3862943611198906,2.4849066497880004,1.6094379124341003
Coinformation,2021-01-01,"Düsseldorf, Nordrhein-Westfalen,",Düsseldorf,Nordrhein-Westfalen,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"Financial Services, Information Technology,,",Financials,0,0,0,0,1,0,0,0,0,0,0,0,0,1-10,1,0.0,Pre-Seed,2021-10-12,0.0,0.0,0.0,Coinformation brings transparency into the crypto world to help its customers make better investment decisions.,Financial Services,Coinformation Financial Services startup website,0.0,0.0,281.0,500.0,1,0.0,0.0,0.0,0.0,1.16,historical,1.16,0.0,0.0,4,9,1,financials,0.0,0.0,5.641907070938114,6.2166061010848646,0.0,0.0,2.302585092994046,1.6094379124341003
koppla,2020-04-21,"Potsdam, Brandenburg, Germany",Potsdam,Brandenburg,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"Construction, Real Estate, SaaS,",Industrials,1,0,0,0,0,0,0,0,0,0,0,0,0,11-50,2,"€1,600,000",Seed,2021-10-14,"€1,600,000",3.0,1.0,koppla is the intuitive construction schedule that turns chaos into ease.,Construction,koppla Construction startup website,0.0,0.0,4000.0,500.0,1,€,1600000.0,€,1600000.0,1.16,historical,1.16,1600000.0,1600000.0,4,17,2,industrials,0.0,0.0,8.294299608857235,6.2166061010848646,14.285514812209815,0.6931471805599453,2.8903717578961645,1.6094379124341003
Flash,2021-10-14,"Berlin, Berlin, Germany",Berlin,Berlin,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Apps, E-Commerce, Internet, Mobile Payments,,",Information Technology,0,1,0,0,0,0,0,0,0,0,0,0,0,1-10,1,"€500,000",Pre-Seed,2021-10-14,"€500,000",1.0,1.0,Flash helps brands create the mobile shopping for their customers in both the digital and the physicalworld.,Apps,Flash Apps startup website,71.0,0.0,8000.0,500.0,1,€,500000.0,€,500000.0,1.16,historical,1.16,500000.0,500000.0,3,0,1,information_technology,4.276666119016055,0.0,8.987321812850125,6.2166061010848646,13.122365377402328,0.6931471805599453,0.0,1.3862943611198906
propertunity.ai,2021-10-04,"Frankfurt, Hessen, Germany",Frankfurt,Hessen,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,AI,Information Technology,0,1,0,0,0,0,0,0,0,0,0,0,0,1-10,1,0.0,Pre-Seed,2021-10-14,0.0,1.0,0.0,The world's first tool for automated property search for real estate development based on artificial intelligence,AI,propertunity.ai AI startup website,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.16,historical,1.16,0.0,0.0,3,0,1,information_technology,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3862943611198906
fina,2020-10-01,"Berlin, Berlin, Germany",Berlin,Berlin,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Financial Services, FinTech, Software,",Financials,0,0,0,0,1,0,0,0,0,0,0,0,0,11-50,1,0.0,Pre-Seed,2021-10-19,0.0,11.0,3.0,fina is the simplest wallet interface for beginners to start exploring crypto and DeFi safely.,Financial Services,fina Financial Services startup website,0.0,0.0,755.0,500.0,1,0.0,0.0,0.0,0.0,1.16,historical,1.16,0.0,0.0,4,12,1,financials,0.0,0.0,6.628041376179533,6.2166061010848646,0.0,1.3862943611198906,2.5649493574615367,1.6094379124341003
Alocai,2021-03-01,"Berlin, Berlin, Germany",Berlin,Berlin,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"AI, Software",Information Technology,0,1,0,0,0,0,0,0,0,0,0,0,0,11-50,1,0.0,Pre-Seed,2021-10-21,0.0,1.0,0.0,Alocai is an end-to-end game localization platform that integrates human creativity and AI to deliver superior gaming experiences.,AI,Alocai AI startup website,18.0,0.0,905.0,500.0,1,0.0,0.0,0.0,0.0,1.17,historical,1.17,0.0,0.0,3,7,1,information_technology,2.9444389791664403,0.0,6.80903930604298,6.2166061010848646,0.0,0.0,2.0794415416798357,1.3862943611198906
Y42,2020-01-01,"Berlin, Berlin, Germany",Berlin,Berlin,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Analytics, Business Intelligence,,,,",Information Technology,0,1,0,0,0,0,0,0,0,0,0,0,0,51-100,2,"$33,900,000",Series A,2021-10-25,"$31,000,000",4.0,11.0,Y42 is the first fully managed Modern DataOps Cloud for production-ready data pipelines on top of Google BigQuery and Snowflake.,Analytics,Y42 Analytics startup website,0.0,0.0,8000.0,500.0,1,$,33900000.0,$,31000000.0,1.16,historical,1.16,39324000.0,35960000.0,5,21,3,information_technology,0.0,0.0,8.987321812850125,6.2166061010848646,17.487345602898714,2.4849066497880004,3.091042453358316,1.791759469228055
Value Cloud,2021-10-25,"Kaiserslautern, Rheinland-Pfalz,",Kaiserslautern,Rheinland-Pfalz,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"AI, Cloud Management,,",Information Technology,0,1,0,0,0,0,0,0,0,0,0,0,0,1-10,1,0.0,Pre-Seed,2021-10-25,0.0,1.0,0.0,We stand for holistic value creation with open source cloud and AI technology.,AI,Value Cloud AI startup website,0.0,0.0,366.0,290.0,0,0.0,0.0,0.0,0.0,1.16,historical,1.16,0.0,0.0,3,0,1,information_technology,0.0,0.0,5.905361848054571,5.673323267171493,0.0,0.0,0.0,1.3862943611198906
Goldn,2021-02-01,"Heidelberg, Baden-Wurttemberg,",Heidelberg,Baden-Wurttemberg,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Chemical, Cosmetics, SaaS",Materials,0,0,0,0,0,0,0,0,1,0,0,0,0,11-50,1,"€1,200,000",Pre-Seed,2021-10-31,"€1,200,000",0.0,2.0,Goldn provides a digital ecosystem connecting brands and suppliers in order to optimize the cosmetics production workflow.,Chemical,Goldn Chemical startup website,0.0,372.0,0.0,0.0,0,€,1200000.0,€,1200000.0,1.16,historical,1.16,1200000.0,1200000.0,3,8,1,materials,0.0,5.921578419643816,0.0,0.0,13.997832948091215,1.0986122886681098,2.1972245773362196,1.3862943611198906
AreaOne,2021-01-01,"Berlin, Berlin, Germany",Berlin,Berlin,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Big Data, Data Integration, Real Estate,,",Information Technology,0,1,0,0,0,0,0,0,0,0,0,0,0,1-10,2,"€346,000",Seed,2021-11-01,"€250,000",2.0,0.0,Matchingmaking for your perfect home,Big Data,AreaOne Big Data startup website,0.0,0.0,118.0,500.0,1,€,346000.0,€,250000.0,1.16,historical,1.16,346000.0,250000.0,4,9,2,information_technology,0.0,0.0,4.77912349311153,6.2166061010848646,12.754196944209095,0.0,2.302585092994046,1.6094379124341003
FRATCH,2021-11-01,"Munich, Bayern, Germany",Munich,Bayern,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"AI, B2B,,",Information Technology,0,1,0,0,0,0,0,0,0,0,0,0,0,1-10,1,0.0,Pre-Seed,2021-11-01,0.0,0.0,1.0,"Your AI Assistant to find freelancers and interim managers in seconds – no recruiter calls needed, legally compliant, and cost-efficient",AI,FRATCH AI startup website,0.0,0.0,3000.0,500.0,1,0.0,0.0,0.0,0.0,1.16,historical,1.16,0.0,0.0,3,0,1,information_technology,0.0,0.0,8.006700845440367,6.2166061010848646,0.0,0.6931471805599453,0.0,1.3862943611198906
oestreicher,2021-10-18,"Heidenheim, Baden-Wurttemberg,",Heidenheim,Baden-Wurttemberg,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"AI, EdTech,,",Information Technology,0,1,0,0,0,0,0,0,0,0,0,0,0,1-10,1,0.0,Pre-Seed,2021-11-01,0.0,0.0,0.0,EdTech Services for Children,AI,oestreicher AI startup website,0.0,0.0,98.0,500.0,1,0.0,0.0,0.0,0.0,1.16,historical,1.16,0.0,0.0,3,0,1,information_technology,0.0,0.0,4.59511985013459,6.2166061010848646,0.0,0.0,0.0,1.3862943611198906
Unifai,2020-10-01,"Muenchen, Bayern, Germany",Muenchen,Bayern,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Management Information Systems,,,",Information Technology,0,1,0,0,0,0,0,0,0,0,0,0,0,1-10,2,"€1,100,000",Seed,2021-11-01,"€900,000",2.0,0.0,Unifai offers a SaaS solution to help hospitality providers to digitalize their hotel.,Management Information Systems,Unifai Management Information Systems startup website,55.0,0.0,8000.0,500.0,1,€,1100000.0,€,900000.0,1.16,historical,1.16,1100000.0,900000.0,4,13,2,information_technology,4.02535169073515,0.0,8.987321812850125,6.2166061010848646,13.910821646859095,0.0,2.6390573296152584,1.6094379124341003
Avelios Medical,2020-09-11,"Munich, Bayern, Germany",Munich,Bayern,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Health Care, Software",Health Care,0,0,0,0,0,0,0,1,0,0,0,0,0,51-100,1,"€2,000,000",Seed,2021-11-02,"€2,000,000",2.0,1.0,Modular hospital platform that digitizes and optimizes all processes in hospitals in a user-friendly way.,Health Care,Avelios Medical Health Care startup website,0.0,0.0,3000.0,500.0,1,€,2000000.0,€,2000000.0,1.16,historical,1.16,2000000.0,2000000.0,4,13,2,health_care,0.0,0.0,8.006700845440367,6.2166061010848646,14.508658238524095,0.6931471805599453,2.6390573296152584,1.6094379124341003
TravelPlaylist - Travel Social Media,2020-01-01,"Berlin, Berlin, Germany",Berlin,Berlin,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Software,Information Technology,0,1,0,0,0,0,0,0,0,0,0,0,0,1-10,3,"$6,000,000",Seed,2021-11-04,"$3,000,000",4.0,0.0,Social Media,Software,TravelPlaylist - Travel Social Media Software startup website,0.0,0.0,0.0,0.0,0,$,6000000.0,$,3000000.0,1.16,historical,1.16,6959999.999999999,3479999.9999999995,5,22,2,information_technology,0.0,0.0,0.0,0.0,15.755690175988752,0.0,3.1354942159291497,1.791759469228055
DropStar,2021-01-01,"Berlin, Berlin, Germany",Berlin,Berlin,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Cryptocurrency, Marketplace,",Financials,0,0,0,0,1,0,0,0,0,0,0,0,0,1-10,1,"€170,000",Pre-Seed,2021-11-10,"€170,000",1.0,0.0,DropStar is a social token platform and marketplace for curated music drops.,Cryptocurrency,DropStar Cryptocurrency startup website,0.0,90.0,451.0,500.0,1,€,170000.0,€,170000.0,1.16,historical,1.16,170000.0,170000.0,4,10,1,financials,0.0,4.51085950651685,6.113682179832232,6.2166061010848646,12.04355959836804,0.0,2.3978952727983707,1.6094379124341003
Endaxis,2021-09-28,"Düsseldorf, Nordrhein-Westfalen,",Düsseldorf,Nordrhein-Westfalen,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"Information Technology, Software",Information Technology,0,1,0,0,0,0,0,0,0,0,0,0,0,1-10,1,"€4,000,000",Series A,2021-11-10,"€4,000,000",0.0,0.0,Endaxis offers solutions for data science and software engineering recruitment.,Information Technology,Endaxis Information Technology startup website,0.0,41.0,31000.0,500.0,1,€,4000000.0,€,4000000.0,1.16,historical,1.16,4000000.0,4000000.0,3,1,3,information_technology,0.0,3.7376696182833684,10.34177474101152,6.2166061010848646,15.201805169084134,0.0,0.6931471805599453,1.3862943611198906
Balanced - the Relationship app,2021-04-16,"Berlin, Berlin, Germany",Berlin,Berlin,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Apps, Mental Health, Wellness",Information Technology,0,1,0,0,0,0,0,0,0,0,0,0,0,11-50,1,"€1,000,000",Pre-Seed,2021-11-15,"€1,000,000",0.0,0.0,"Balanced Family provides knowledge, skills, motivation, and support to build, manage and enjoy relationships",Apps,Balanced - the Relationship app Apps startup website,4919.0,238000.0,1000.0,500.0,1,€,1000000.0,€,1000000.0,1.14,historical,1.14,1000000.0,1000000.0,3,6,1,information_technology,8.501063809486354,12.380030154325457,6.90875477931522,6.2166061010848646,13.815511557963774,0.0,1.9459101490553132,1.3862943611198906
PLAN3T,2020-05-20,"Hamburg, Hamburg, Germany",Hamburg,Hamburg,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"Consumer, FinTech, Mobile Apps",Consumer Discretionary,0,0,0,0,0,1,0,0,0,0,0,0,0,1-10,1,"€750,000",Pre-Seed,2021-11-16,"€750,000",3.0,1.0,PLAN3T is a fintech that helps consumers to save money and CO2 by connecting their bank account with our app.,Consumer,PLAN3T Consumer startup website,0.0,3860.0,2000.0,500.0,1,€,750000.0,€,750000.0,1.14,historical,1.14,750000.0,750000.0,4,17,1,consumer_discretionary,0.0,8.258681496264236,7.601402334583733,6.2166061010848646,13.527829818844937,0.6931471805599453,2.8903717578961645,1.6094379124341003
Ventecon,2020-10-01,"Karlsruhe, Baden-Wurttemberg,",Karlsruhe,Baden-Wurttemberg,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"AI, B2B,,",Information Technology,0,1,0,0,0,0,0,0,0,0,0,0,0,1-10,1,0.0,Pre-Seed,2021-11-17,0.0,1.0,0.0,The AI Co-worker for Product Managers,AI,Ventecon AI startup website,0.0,0.0,1000.0,500.0,1,0.0,0.0,0.0,0.0,1.13,historical,1.13,0.0,0.0,4,13,1,information_technology,0.0,0.0,6.90875477931522,6.2166061010848646,0.0,0.0,2.6390573296152584,1.6094379124341003
Clustered,2021-05-01,"Berlin, Berlin, Germany",Berlin,Berlin,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Business Development, Communities,,",Industrials,1,0,0,0,0,0,0,0,0,0,0,0,0,1-10,1,0.0,Pre-Seed,2021-11-20,0.0,0.0,0.0,We're making learning social.,Business Development,Clustered Business Development startup website,0.0,0.0,2000.0,500.0,1,0.0,0.0,0.0,0.0,1.13,historical,1.13,0.0,0.0,3,6,1,industrials,0.0,0.0,7.601402334583733,6.2166061010848646,0.0,0.0,1.9459101490553132,1.3862943611198906
Jina AI,2020-02-01,"Berlin, Berlin, Germany",Berlin,Berlin,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"AI, Cloud Data Services,,,",Information Technology,0,1,0,0,0,0,0,0,0,0,0,0,0,11-50,3,"$37,500,000",Series A,2021-11-22,"$30,000,000",5.0,24.0,Empowering businesses and developers to build neural search solutions in minutes at scale.,AI,Jina AI AI startup website,0.0,0.0,0.0,0.0,0,$,37500000.0,$,30000000.0,1.13,historical,1.13,42374999.99999999,33900000.0,4,21,3,information_technology,0.0,0.0,0.0,0.0,17.562069147263706,3.2188758248682006,3.091042453358316,1.6094379124341003
Collato,2020-01-01,"Berlin, Berlin, Germany",Berlin,Berlin,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"B2B, SaaS, Software",Industrials,1,0,0,0,0,0,0,0,0,0,0,0,0,11-50,1,"€4,200,000",Seed,2021-11-24,"€4,200,000",4.0,2.0,"Collato, a smart notetaker for busy people.",B2B,Collato B2B startup website,1707.0,133.0,2000.0,500.0,1,€,4200000.0,€,4200000.0,1.12,historical,1.12,4200000.0,4200000.0,5,22,2,industrials,7.443078374348516,4.897839799950911,7.601402334583733,6.2166061010848646,15.250595321348806,1.0986122886681098,3.1354942159291497,1.791759469228055
Abc Doc,2020-01-01,"Berlin, Berlin, Germany",Berlin,Berlin,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Information Technology, Legal Tech,",Information Technology,0,1,0,0,0,0,0,0,0,0,0,0,0,11-50,1,"€500,000",Seed,2021-11-25,"€500,000",1.0,0.0,"Abc Doc is a web-based service that recognizes bureaucratic letters, provides a summary, and suggests next steps.",Information Technology,Abc Doc Information Technology startup website,0.0,0.0,77.0,500.0,1,€,500000.0,€,500000.0,1.12,historical,1.12,500000.0,500000.0,5,22,2,information_technology,0.0,0.0,4.356708826689592,6.2166061010848646,13.122365377402328,0.0,3.1354942159291497,1.791759469228055
Token Fabrik,2020-01-01,"Stuttgart, Baden-Wurttemberg,",Stuttgart,Baden-Wurttemberg,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Blockchain, Cryptocurrency, FinTech,,",Web3/Blockchain,0,0,0,0,0,0,1,0,0,0,0,0,0,1-10,2,"$1,550,000",Series A,2021-11-26,"$1,500,000",2.0,0.0,Tokenfabrik enables digital investments in industrial IoT assets with the power of DeFi.,Blockchain,Token Fabrik Blockchain startup website,0.0,669.0,3000.0,500.0,1,$,1550000.0,$,1500000.0,1.12,historical,1.12,1736000.0000000002,1680000.0000000002,5,22,3,web3_blockchain,0.0,6.507277712385012,8.006700845440367,6.2166061010848646,14.367094750239133,0.0,3.1354942159291497,1.791759469228055
Bringman,2020-01-01,"Offenburg, Baden-Wurttemberg,",Offenburg,Baden-Wurttemberg,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Apps, Delivery, Food Delivery,",Information Technology,0,1,0,0,0,0,0,0,0,0,0,0,0,11-50,1,"€1,000,000",Seed,2021-11-29,"€1,000,000",1.0,0.0,Bringman purchases goods in Edeka stores and delivers them to the doorstep.,Apps,Bringman Apps startup website,0.0,0.0,331.0,500.0,1,€,1000000.0,€,1000000.0,1.13,historical,1.13,1000000.0,1000000.0,5,22,2,information_technology,0.0,0.0,5.805134968916488,6.2166061010848646,13.815511557963774,0.0,3.1354942159291497,1.791759469228055
Kwest,2021-01-01,"Berlin, Berlin, Germany",Berlin,Berlin,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Software,Information Technology,0,1,0,0,0,0,0,0,0,0,0,0,0,1-10,1,0.0,Pre-Seed,2021-11-29,0.0,3.0,4.0,"Renewable energy installers use Kwest to create visibility across their projects, optimize day-to-day operations, and automate manual tasks.",Software,Kwest Software startup website,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.13,historical,1.13,0.0,0.0,4,10,1,information_technology,0.0,0.0,0.0,0.0,0.0,1.6094379124341003,2.3978952727983707,1.6094379124341003
Thermosphr,2020-01-01,"Berlin, Berlin, Germany",Berlin,Berlin,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Commercial Real Estate, Energy Efficiency,,,,,,,",Real Estate,0,0,0,1,0,0,0,0,0,0,0,0,0,11-50,1,0.0,Seed,2021-11-30,0.0,4.0,1.0,Energy autopilot for commercial buildings,Commercial Real Estate,Thermosphr Commercial Real Estate startup website,1.0,0.0,6000.0,500.0,1,0.0,0.0,0.0,0.0,1.13,historical,1.13,0.0,0.0,5,22,2,real_estate,0.6931471805599453,0.0,8.699681400989514,6.2166061010848646,0.0,0.6931471805599453,3.1354942159291497,1.791759469228055
EasyQuant,2021-01-22,"Berlin, Berlin, Germany",Berlin,Berlin,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"FinTech, Software, Trading Platform",Information Technology,0,1,0,0,0,0,0,0,0,0,0,0,0,1-10,1,0.0,Pre-Seed,2021-12-01,0.0,1.0,0.0,The first broker that gives you feedback and recommendations,FinTech,EasyQuant FinTech startup website,0.0,0.0,130.0,225.0,0,0.0,0.0,0.0,0.0,1.13,historical,1.13,0.0,0.0,4,10,1,information_technology,0.0,0.0,4.875197323201151,5.420534999272286,0.0,0.0,2.3978952727983707,1.6094379124341003
Dance Masterclass,2021-01-01,"Berlin, Berlin, Germany",Berlin,Berlin,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"E-Learning, Education, Training",Consumer Discretionary,0,0,0,0,0,1,0,0,0,0,0,0,0,1-10,1,0.0,Pre-Seed,2021-12-01,0.0,1.0,0.0,Dance Masterclass is an online dance training platform that allows anyone to learn from the dancers and choreographers in the world.,E-Learning,Dance Masterclass E-Learning startup website,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.13,historical,1.13,0.0,0.0,4,10,1,consumer_discretionary,0.0,0.0,0.0,0.0,0.0,0.0,2.3978952727983707,1.6094379124341003
Newsbriefs,2021-10-01,"Berlin, Berlin, Germany",Berlin,Berlin,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Digital Media, Internet, News, Software",Communication Services,0,0,1,0,0,0,0,0,0,0,0,0,0,11-50,1,"€160,000",Pre-Seed,2021-12-01,"€160,000",0.0,1.0,Newsbriefs is a mobile news app that offers relevant news in 70-word summaries.,Digital Media,Newsbriefs Digital Media startup website,0.0,0.0,7000.0,500.0,1,€,160000.0,€,160000.0,1.13,historical,1.13,160000.0,160000.0,3,2,1,communication_services,0.0,0.0,8.853808274977197,6.2166061010848646,11.982935344196433,0.6931471805599453,1.0986122886681098,1.3862943611198906
ramblr.ai,2021-01-01,"Pullach Im Isartal, Bayern, Germany",Pullach Im Isartal,Bayern,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"AI, Augmented Reality,,,",Information Technology,0,1,0,0,0,0,0,0,0,0,0,0,0,11-50,1,0.0,Seed,2021-12-13,0.0,2.0,1.0,Ramblr creates an AI-driven data pipeline to enable next-generation augmented reality.,AI,ramblr.ai AI startup website,0.0,0.0,818.0,500.0,1,0.0,0.0,0.0,0.0,1.13,historical,1.13,0.0,0.0,4,11,2,information_technology,0.0,0.0,6.70808408385307,6.2166061010848646,0.0,0.6931471805599453,2.4849066497880004,1.6094379124341003
up.lftd,2021-07-20,"Berlin, Berlin, Germany",Berlin,Berlin,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Human Resources, SaaS, Software",Industrials,1,0,0,0,0,0,0,0,0,0,0,0,0,1-10,1,0.0,Pre-Seed,2021-12-13,0.0,1.0,0.0,"SaaS for feedback, performance management and people development",Human Resources,up.lftd Human Resources startup website,0.0,0.0,458.0,69.0,0,0.0,0.0,0.0,0.0,1.13,historical,1.13,0.0,0.0,3,4,1,industrials,0.0,0.0,6.129050210060545,4.248495242049359,0.0,0.0,1.6094379124341003,1.3862943611198906
